case_number,date_last_modified,ground,reason,status,date_filed,petition_number
T21-0124,7-28-2021,Fewer housing services,,Completed,2021-07-12 00:00:00.000,13837
,7-9-2021,Fewer housing services,,In-process,2021-07-09 00:00:00.000,13820
,7-9-2021,Unlawfully charged,,In-process,2021-07-09 00:00:00.000,13820
L21-0036,7-8-2021,,Exemption-Single Family Residence or Condominium -Costa Hawkins,Completed,2021-07-08 00:00:00.000,13819
T21-0122,7-28-2021,Fewer housing services,,Completed,2021-07-07 00:00:00.000,13836
T21-0121,7-6-2021,Allowable Amount,,Completed,2021-07-06 00:00:00.000,13817
T21-0121,7-6-2021,Fewer housing services,,Completed,2021-07-06 00:00:00.000,13817
T21-0121,7-6-2021,Unlawfully charged,,Completed,2021-07-06 00:00:00.000,13817
T21-0121,7-6-2021,Rent Initiation,,Completed,2021-07-06 00:00:00.000,13817
L21-0034,7-3-2021,,Capital Improvements,Action needed,2021-07-03 00:00:00.000,13815
,7-2-2021,,Capital Improvements,Submitted,2021-07-02 00:00:00.000,13811
,7-2-2021,,Exemption-Single Family Residence or Condominium -Costa Hawkins,In-process,2021-07-02 00:00:00.000,13812
,7-2-2021,,Exemption-Single Family Residence or Condominium -Costa Hawkins,In-process,2021-07-02 00:00:00.000,13813
L21-0033,7-2-2021,,Exemption-Single Family Residence or Condominium -Costa Hawkins,Action needed,2021-07-02 00:00:00.000,13814
L21-0035,7-22-2021,,Exemption-Single Family Residence or Condominium -Costa Hawkins,Action needed,2021-06-30 00:00:00.000,13828
M21-0010,8-23-2021,,,In-process,2021-06-29 00:00:00.000,13857
L21-0032,6-29-2021,,Exemption-Single Family Residence or Condominium -Costa Hawkins,Under review,2021-06-29 00:00:00.000,13807
T21-0118,6-29-2021,Allowable Amount,,Completed,2021-06-29 00:00:00.000,13809
T21-0118,6-29-2021,Notice to Tenants,,Completed,2021-06-29 00:00:00.000,13809
T21-0117,6-29-2021,Fewer housing services,,Completed,2021-06-29 00:00:00.000,13808
T21-0117,6-29-2021,Unlawfully charged,,Completed,2021-06-29 00:00:00.000,13808
T21-0120,7-14-2021,Notice to Tenants,,Completed,2021-06-29 00:00:00.000,13822
T21-0120,7-14-2021,Fewer housing services,,Completed,2021-06-29 00:00:00.000,13822
M21-0009,7-7-2021,,,,2021-06-28 00:00:00.000,13818
L21-0043,9-14-2021,,Exemption-Single Family Residence or Condominium -Costa Hawkins,In-process,2021-06-28 00:00:00.000,13874
L21-0043,9-14-2021,,Exemption-New Construction,In-process,2021-06-28 00:00:00.000,13874
T21-0116,7-6-2021,Allowable Amount,,Completed,2021-06-28 00:00:00.000,13816
T21-0116,7-6-2021,Notice to Tenants,,Completed,2021-06-28 00:00:00.000,13816
T21-0116,7-6-2021,Code Violation,,Completed,2021-06-28 00:00:00.000,13816
T21-0116,7-6-2021,Fewer housing services,,Completed,2021-06-28 00:00:00.000,13816
M21-0011,8-23-2021,,,Submitted,2021-06-24 00:00:00.000,13858
T21-0115,6-24-2021,Allowable Amount,,Completed,2021-06-24 00:00:00.000,13805
T21-0114,6-21-2021,Allowable Amount,,In-process,2021-06-21 00:00:00.000,13798
T21-0114,6-21-2021,Notice to Tenants,,In-process,2021-06-21 00:00:00.000,13798
L21-0031,7-1-2021,,,Completed,2021-06-21 00:00:00.000,13810
T21-0111,6-23-2021,Allowable Amount,,In-process,2021-06-16 00:00:00.000,13804
T21-0111,6-23-2021,Notice to Tenants,,In-process,2021-06-16 00:00:00.000,13804
T21-0111,6-23-2021,Fewer housing services,,In-process,2021-06-16 00:00:00.000,13804
T21-0112,6-16-2021,Allowable Amount,,Completed,2021-06-16 00:00:00.000,13786
T21-0112,6-16-2021,Fewer housing services,,Completed,2021-06-16 00:00:00.000,13786
T21-0112,6-16-2021,Capital Improvements,,Completed,2021-06-16 00:00:00.000,13786
M21-0008,6-29-2021,,,,2021-06-14 00:00:00.000,13806
T21-0110,6-8-2021,Fewer housing services,,Completed,2021-06-08 00:00:00.000,13783
T21-0109,6-8-2021,Fewer housing services,,Completed,2021-06-08 00:00:00.000,13784
T21-0107,6-23-2021,Allowable Amount,,Completed,2021-06-07 00:00:00.000,13802
T21-0107,6-23-2021,Notice to Tenants,,Completed,2021-06-07 00:00:00.000,13802
T21-0108,6-23-2021,Fewer housing services,,Completed,2021-06-07 00:00:00.000,13803
L21-0030,6-23-2021,,Exemption-Single Family Residence or Condominium -Costa Hawkins,Completed,2021-06-04 00:00:00.000,13801
T21-0106,6-3-2021,Allowable Amount,,Completed,2021-06-03 00:00:00.000,13779
T21-0106,6-3-2021,Notice to Tenants,,Completed,2021-06-03 00:00:00.000,13779
T21-0106,6-3-2021,Unlawfully charged,,Completed,2021-06-03 00:00:00.000,13779
,6-2-2021,Allowable Amount,,Submitted,2021-06-02 00:00:00.000,13774
,6-2-2021,Allowable Amount,,Submitted,2021-06-02 00:00:00.000,13775
,6-2-2021,Notice to Tenants,,Submitted,2021-06-02 00:00:00.000,13774
,6-2-2021,Notice to Tenants,,Submitted,2021-06-02 00:00:00.000,13775
,6-2-2021,Fewer housing services,,Submitted,2021-06-02 00:00:00.000,13775
,6-2-2021,Unlawfully charged,,Submitted,2021-06-02 00:00:00.000,13775
T21-0091,6-2-2021,Fewer housing services,,Completed,2021-06-02 00:00:00.000,13777
T21-0090,6-1-2021,Allowable Amount,,Completed,2021-06-01 00:00:00.000,13771
T21-0089,6-1-2021,Allowable Amount,,Completed,2021-06-01 00:00:00.000,13772
T21-0088,6-1-2021,Allowable Amount,,Completed,2021-06-01 00:00:00.000,13773
T21-0090,6-1-2021,Notice to Tenants,,Completed,2021-06-01 00:00:00.000,13771
T21-0089,6-1-2021,Notice to Tenants,,Completed,2021-06-01 00:00:00.000,13772
T21-0088,6-1-2021,Notice to Tenants,,Completed,2021-06-01 00:00:00.000,13773
T21-0089,6-1-2021,Fewer housing services,,Completed,2021-06-01 00:00:00.000,13772
T21-0088,6-1-2021,Fewer housing services,,Completed,2021-06-01 00:00:00.000,13773
T21-0089,6-1-2021,Unlawfully charged,,Completed,2021-06-01 00:00:00.000,13772
M21-0007,6-21-2021,,,Completed,2021-06-01 00:00:00.000,13800
T21-0092,6-9-2021,Allowable Amount,,Completed,2021-06-01 00:00:00.000,13785
T21-0092,6-9-2021,Notice to Tenants,,Completed,2021-06-01 00:00:00.000,13785
T21-0087,5-26-2021,Fewer housing services,,Completed,2021-05-26 00:00:00.000,13770
T21-0086,6-8-2021,Notice to Tenants,,Completed,2021-05-25 00:00:00.000,13782
T21-0085,6-8-2021,Fewer housing services,,Completed,2021-05-25 00:00:00.000,13781
T21-0086,6-8-2021,Unlawfully charged,,Completed,2021-05-25 00:00:00.000,13782
,5-24-2021,Notice to Tenants,,Submitted,2021-05-24 00:00:00.000,13769
T21-0084,5-24-2021,Notice to Tenants,,Completed,2021-05-24 00:00:00.000,13768
L21-0029,5-23-2021,,Banking,Completed,2021-05-23 00:00:00.000,13767
L21-0029,5-23-2021,,CPI,Completed,2021-05-23 00:00:00.000,13767
L21-0028,6-2-2021,,Exemption-Single Family Residence or Condominium -Costa Hawkins,In-process,2021-05-17 00:00:00.000,13776
L21-0028,6-2-2021,,Exemption-New Construction,In-process,2021-05-17 00:00:00.000,13776
T21-0073,5-10-2021,Fewer housing services,,Completed,2021-05-10 00:00:00.000,13764
T21-0074,5-9-2021,Fewer housing services,,Completed,2021-05-09 00:00:00.000,13763
T21-0075,5-6-2021,Notice to Tenants,,Completed,2021-05-06 00:00:00.000,13761
T21-0075,5-6-2021,Fewer housing services,,Completed,2021-05-06 00:00:00.000,13761
T21-0079,5-19-2021,Fewer housing services,,Completed,2021-05-04 00:00:00.000,13765
T21-0080,5-19-2021,Fewer housing services,,Completed,2021-05-04 00:00:00.000,13766
T21-0080,5-19-2021,Unlawfully charged,,Completed,2021-05-04 00:00:00.000,13766
T21-0076,5-4-2021,Fewer housing services,,Completed,2021-05-04 00:00:00.000,13759
T21-0077,5-4-2021,Fewer housing services,,Completed,2021-05-04 00:00:00.000,13760
T21-0078,5-2-2021,Notice to Tenants,,Completed,2021-05-02 00:00:00.000,13758
T21-0078,5-2-2021,Fewer housing services,,Completed,2021-05-02 00:00:00.000,13758
T21-0078,5-2-2021,Unlawfully charged,,Completed,2021-05-02 00:00:00.000,13758
T21-0072,4-29-2021,Fewer housing services,,Completed,2021-04-29 00:00:00.000,13757
T21-0071,4-28-2021,Notice to Tenants,,Completed,2021-04-28 00:00:00.000,13756
T21-0071,4-28-2021,Fewer housing services,,Completed,2021-04-28 00:00:00.000,13756
T21-0070,4-27-2021,Fewer housing services,,Completed,2021-04-27 00:00:00.000,13755
T21-0069,5-7-2021,Fewer housing services,,Completed,2021-04-26 00:00:00.000,13762
M21-0006,6-21-2021,,,Completed,2021-04-25 00:00:00.000,13799
L21-0027,4-22-2021,,Exemption-Single Family Residence or Condominium -Costa Hawkins,Completed,2021-04-22 00:00:00.000,13754
L21-0026,4-21-2021,,Exemption-New Construction,Completed,2021-04-21 00:00:00.000,13752
T21-0068,4-21-2021,Allowable Amount,,Completed,2021-04-21 00:00:00.000,13753
T21-0068,4-21-2021,Contesting an Exemption,,Completed,2021-04-21 00:00:00.000,13753
L21-0025,4-17-2021,,Exemption-New Construction,Action needed,2021-04-17 00:00:00.000,13737
T21-0067,4-17-2021,Fewer housing services,,Completed,2021-04-17 00:00:00.000,13738
L21-0024,4-19-2021,,Capital Improvements,Completed,2021-04-15 00:00:00.000,13743
T21-0059,4-19-2021,Fewer housing services,,Completed,2021-04-15 00:00:00.000,13744
T21-0060,4-20-2021,Fewer housing services,,Completed,2021-04-15 00:00:00.000,13745
T21-0061,4-20-2021,Fewer housing services,,Completed,2021-04-15 00:00:00.000,13746
T21-0062,4-20-2021,Fewer housing services,,Completed,2021-04-15 00:00:00.000,13747
T21-0063,4-20-2021,Fewer housing services,,Completed,2021-04-15 00:00:00.000,13748
T21-0064,4-20-2021,Fewer housing services,,Completed,2021-04-15 00:00:00.000,13749
T21-0065,4-20-2021,Fewer housing services,,Completed,2021-04-15 00:00:00.000,13750
T21-0066,4-20-2021,Fewer housing services,,Completed,2021-04-15 00:00:00.000,13751
L21-0023,4-19-2021,,Exemption-New Construction,Completed,2021-04-13 00:00:00.000,13742
M21-0005,6-21-2021,,,Completed,2021-04-13 00:00:00.000,13797
L21-0021,4-19-2021,,Capital Improvements,Completed,2021-04-08 00:00:00.000,13740
L21-0020,4-19-2021,,Exemption-New Construction,Completed,2021-04-08 00:00:00.000,13739
L21-0022,4-8-2021,,Exemption-New Construction,Completed,2021-04-08 00:00:00.000,13732
L21-0019,4-8-2021,,Exemption-New Construction,Completed,2021-04-08 00:00:00.000,13733
T21-0058,4-19-2021,Fewer housing services,,Completed,2021-04-08 00:00:00.000,13741
T21-0057,4-8-2021,Fewer housing services,,Completed,2021-04-08 00:00:00.000,13734
T21-0056,4-7-2021,Notice to Tenants,,Completed,2021-04-07 00:00:00.000,13731
T21-0056,4-7-2021,Fewer housing services,,Completed,2021-04-07 00:00:00.000,13731
T21-0055,4-6-2021,Fewer housing services,,Completed,2021-04-06 00:00:00.000,13730
T21-0055,4-6-2021,Unlawfully charged,,Completed,2021-04-06 00:00:00.000,13730
,4-5-2021,Fewer housing services,,Submitted,2021-04-05 00:00:00.000,13729
T21-0054,4-5-2021,Fewer housing services,,Completed,2021-04-05 00:00:00.000,13728
T21-0052,3-30-2021,Fewer housing services,,Completed,2021-03-30 00:00:00.000,13726
T21-0053,3-30-2021,Fewer housing services,,Completed,2021-03-30 00:00:00.000,13727
L21-0013,4-12-2021,,Capital Improvements,In-process,2021-03-29 00:00:00.000,13735
T21-0051,3-29-2021,Allowable Amount,,Completed,2021-03-29 00:00:00.000,13725
T21-0051,3-29-2021,Notice to Tenants,,Completed,2021-03-29 00:00:00.000,13725
T21-0050,3-26-2021,Fewer housing services,,Completed,2021-03-26 00:00:00.000,13724
T21-0049,3-22-2021,Allowable Amount,,Completed,2021-03-22 00:00:00.000,13722
T21-0049,3-22-2021,Fewer housing services,,Completed,2021-03-22 00:00:00.000,13722
T21-0048,3-22-2021,Fewer housing services,,Completed,2021-03-22 00:00:00.000,13723
L21-0012,3-20-2021,,Exemption-Single Family Residence or Condominium -Costa Hawkins,Completed,2021-03-20 00:00:00.000,13721
L21-0018,4-13-2021,,Exemption-Single Family Residence or Condominium -Costa Hawkins,Completed,2021-03-18 00:00:00.000,13736
T21-0047,3-18-2021,Allowable Amount,,Completed,2021-03-18 00:00:00.000,13720
T21-0047,3-18-2021,Fewer housing services,,Completed,2021-03-18 00:00:00.000,13720
L21-0011,3-17-2021,,Capital Improvements,Completed,2021-03-17 00:00:00.000,13719
T21-0046,3-15-2021,Decrease in Services,,In-process,2021-03-15 00:00:00.000,13713
T21-0046,3-15-2021,Fewer housing services,,In-process,2021-03-15 00:00:00.000,13713
T21-0030,3-13-2021,Allowable Amount,,Submitted,2021-03-13 00:00:00.000,13712
T21-0030,3-13-2021,Notice to Tenants,,Submitted,2021-03-13 00:00:00.000,13712
T21-0030,3-13-2021,Fewer housing services,,Submitted,2021-03-13 00:00:00.000,13712
T21-0031,3-12-2021,Fewer housing services,,In-process,2021-03-12 00:00:00.000,12712
M21-0004,6-21-2021,,,Completed,2021-03-12 00:00:00.000,13796
T21-0029,3-10-2021,Fewer housing services,,In-process,2021-03-10 00:00:00.000,12711
,3-9-2021,,Capital Improvements,Completed,2021-03-09 00:00:00.000,12707
T21-0028,3-15-2021,Allowable Amount,,Completed,2021-03-09 00:00:00.000,13718
T21-0028,3-15-2021,Notice to Tenants,,Completed,2021-03-09 00:00:00.000,13718
T21-0028,3-15-2021,Unlawfully charged,,Completed,2021-03-09 00:00:00.000,13718
L21-0009,3-15-2021,,Exemption-Single Family Residence or Condominium -Costa Hawkins,Completed,2021-03-04 00:00:00.000,13716
L21-0010,3-15-2021,,Exemption-Single Family Residence or Condominium -Costa Hawkins,Completed,2021-03-04 00:00:00.000,13717
L21-0009,3-15-2021,,Exemption-New Construction,Completed,2021-03-04 00:00:00.000,13716
L21-0010,3-15-2021,,Exemption-New Construction,Completed,2021-03-04 00:00:00.000,13717
T21-0027,3-15-2021,Unlawfully charged,,Completed,2021-03-04 00:00:00.000,13715
T21-0026,3-9-2021,Allowable Amount,,Completed,2021-03-04 00:00:00.000,12710
T21-0026,3-9-2021,Fewer housing services,,Completed,2021-03-04 00:00:00.000,12710
T21-0044,3-2-2021,Fewer housing services,,In-process,2021-03-02 00:00:00.000,12702
L21-0007,3-9-2021,,,Completed,2021-03-02 00:00:00.000,12709
T21-0045,3-2-2021,Fewer housing services,,Completed,2021-03-02 00:00:00.000,12706
T21-0045,3-2-2021,Unlawfully charged,,Completed,2021-03-02 00:00:00.000,12706
T21-0043,3-1-2021,Fewer housing services,,Completed,2021-03-01 00:00:00.000,12701
L21-0016,2-27-2021,,Exemption-Single Family Residence or Condominium -Costa Hawkins,Completed,2021-02-27 00:00:00.000,12699
L21-0017,2-27-2021,,Exemption-Single Family Residence or Condominium -Costa Hawkins,Completed,2021-02-27 00:00:00.000,12700
T21-0042,2-27-2021,Fewer housing services,,Completed,2021-02-27 00:00:00.000,12698
T21-0042,2-27-2021,Unlawfully charged,,Completed,2021-02-27 00:00:00.000,12698
,2-25-2021,Fewer housing services,,Completed,2021-02-25 00:00:00.000,12697
T21-0023,3-2-2021,Allowable Amount,,Completed,2021-02-25 00:00:00.000,12705
T21-0022,3-2-2021,Fewer housing services,,Completed,2021-02-25 00:00:00.000,12704
M21-0003,6-21-2021,,,Completed,2021-02-24 00:00:00.000,13795
T21-0021,3-2-2021,Allowable Amount,,Submitted,2021-02-22 00:00:00.000,12703
T21-0021,3-2-2021,Notice to Tenants,,Submitted,2021-02-22 00:00:00.000,12703
T21-0021,3-2-2021,Code Violation,,Submitted,2021-02-22 00:00:00.000,12703
T21-0021,3-2-2021,Fewer housing services,,Submitted,2021-02-22 00:00:00.000,12703
T21-0021,3-2-2021,Unlawfully charged,,Submitted,2021-02-22 00:00:00.000,12703
T21-0020,2-22-2021,Allowable Amount,,In-process,2021-02-22 00:00:00.000,12696
T21-0041,2-19-2021,Fewer housing services,,Completed,2021-02-19 00:00:00.000,12695
,2-18-2021,,Banking,Submitted,2021-02-18 00:00:00.000,12694
,2-18-2021,,Increased Housing Service Costs,Submitted,2021-02-18 00:00:00.000,12694
,2-18-2021,,Capital Improvements,Submitted,2021-02-18 00:00:00.000,12694
,2-18-2021,,Uninsured Repair Costs,Submitted,2021-02-18 00:00:00.000,12694
,2-18-2021,,Fair Return,Submitted,2021-02-18 00:00:00.000,12694
,2-18-2021,,Additional occupant,Submitted,2021-02-18 00:00:00.000,12694
T21-0024,3-9-2021,Allowable Amount,,In Appeal Process,2021-02-18 00:00:00.000,12708
T21-0024,3-9-2021,Notice to Tenants,,In Appeal Process,2021-02-18 00:00:00.000,12708
L21-0006,2-12-2021,,Capital Improvements,Completed,2021-02-12 00:00:00.000,12688
T21-0019,2-17-2021,Allowable Amount,,Completed,2021-02-11 00:00:00.000,12693
T21-0019,2-17-2021,Notice to Tenants,,Completed,2021-02-11 00:00:00.000,12693
T21-0018,2-17-2021,Allowable Amount,,Completed,2021-02-10 00:00:00.000,12692
T21-0018,2-17-2021,Notice to Tenants,,Completed,2021-02-10 00:00:00.000,12692
T21-0017,2-17-2021,Fewer housing services,,Completed,2021-02-09 00:00:00.000,12691
T21-0017,2-17-2021,Unlawfully charged,,Completed,2021-02-09 00:00:00.000,12691
,2-9-2021,Allowable Amount,,Completed,2021-02-09 00:00:00.000,12683
,2-9-2021,Allowable Amount,,Completed,2021-02-09 00:00:00.000,12684
,2-9-2021,Allowable Amount,,Completed,2021-02-09 00:00:00.000,12685
,2-9-2021,Allowable Amount,,Completed,2021-02-09 00:00:00.000,12686
,2-9-2021,Notice to Tenants,,Completed,2021-02-09 00:00:00.000,12683
,2-9-2021,Notice to Tenants,,Completed,2021-02-09 00:00:00.000,12684
,2-9-2021,Notice to Tenants,,Completed,2021-02-09 00:00:00.000,12685
,2-9-2021,Notice to Tenants,,Completed,2021-02-09 00:00:00.000,12686
T21-0016,2-5-2021,Fewer housing services,,Completed,2021-02-05 00:00:00.000,12678
T21-0081,2-3-2021,Allowable Amount,,Completed,2021-02-03 00:00:00.000,12677
T21-0081,2-3-2021,Notice to Tenants,,Completed,2021-02-03 00:00:00.000,12677
T21-0015,2-16-2021,Allowable Amount,,Completed,2021-02-01 00:00:00.000,12690
T21-0015,2-16-2021,Notice to Tenants,,Completed,2021-02-01 00:00:00.000,12690
T21-0015,2-16-2021,Code Violation,,Completed,2021-02-01 00:00:00.000,12690
T21-0015,2-16-2021,Fewer housing services,,Completed,2021-02-01 00:00:00.000,12690
L21-0015,1-28-2021,,Capital Improvements,Completed,2021-01-28 00:00:00.000,12676
L21-0008,3-15-2021,,Capital Improvements,Completed,2021-01-28 00:00:00.000,13714
M21-0002,6-21-2021,,,Completed,2021-01-28 00:00:00.000,13794
T21-0013,2-16-2021,Allowable Amount,,In Appeal Process,2021-01-28 00:00:00.000,12689
T21-0013,2-16-2021,Notice to Tenants,,In Appeal Process,2021-01-28 00:00:00.000,12689
T21-0011,2-5-2021,Fewer housing services,,In-process,2021-01-27 00:00:00.000,12682
,1-25-2021,,,Submitted,2021-01-25 00:00:00.000,12668
,1-23-2021,Code Violation,,Submitted,2021-01-23 00:00:00.000,12665
,1-23-2021,Code Violation,,Submitted,2021-01-23 00:00:00.000,12666
,1-23-2021,Code Violation,,Submitted,2021-01-23 00:00:00.000,12667
,1-23-2021,Fewer housing services,,Submitted,2021-01-23 00:00:00.000,12664
,1-23-2021,Fewer housing services,,Submitted,2021-01-23 00:00:00.000,12665
,1-23-2021,Fewer housing services,,Submitted,2021-01-23 00:00:00.000,12666
T21-0083,1-20-2021,Fewer housing services,,Completed,2021-01-20 00:00:00.000,12663
T21-0010,2-5-2021,Allowable Amount,,Completed,2021-01-20 00:00:00.000,12681
T21-0010,2-5-2021,Fewer housing services,,Completed,2021-01-20 00:00:00.000,12681
L21-0005,2-5-2021,,Exemption-Single Family Residence or Condominium -Costa Hawkins,Completed,2021-01-19 00:00:00.000,12680
T21-0040,1-19-2021,Fewer housing services,,Completed,2021-01-19 00:00:00.000,12662
L21-0002,1-27-2021,,Exemption-Single Family Residence or Condominium -Costa Hawkins,Completed,2021-01-15 00:00:00.000,12669
T21-0025,1-15-2021,Fewer housing services,,Completed,2021-01-15 00:00:00.000,12661
L21-0014,1-13-2021,,Exemption-New Construction,Completed,2021-01-13 00:00:00.000,12659
,1-12-2021,Allowable Amount,,Submitted,2021-01-12 00:00:00.000,12658
,1-12-2021,Notice to Tenants,,Submitted,2021-01-12 00:00:00.000,12658
,1-12-2021,Code Violation,,Submitted,2021-01-12 00:00:00.000,12658
,1-12-2021,Fewer housing services,,Submitted,2021-01-12 00:00:00.000,12658
,1-12-2021,Unlawfully charged,,Submitted,2021-01-12 00:00:00.000,12658
,1-12-2021,Rent Initiation,,Submitted,2021-01-12 00:00:00.000,12658
T21-0039,1-10-2021,Rent Increase Exceeds CPI or more than 10%,,Completed,2021-01-10 00:00:00.000,12656
T21-0039,1-10-2021,No RAP Notice at Inception or 6 Months Prior,,Completed,2021-01-10 00:00:00.000,12656
